regionSeg1,productSeg1,productSeg2,regionSeg2,regionSeg3,productSeg3,yearweek,year,week,qty
A01,,PG05,SALESID0001,SITEID0002,ITEM0445,201312,2013,12,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0445,201313,2013,13,4
A01,,PG05,SALESID0001,SITEID0002,ITEM0445,201314,2013,14,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0445,201315,2013,15,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0445,201316,2013,16,3
A01,,PG05,SALESID0001,SITEID0002,ITEM0445,201317,2013,17,3
A01,,PG05,SALESID0001,SITEID0002,ITEM0445,201318,2013,18,2
A01,,PG05,SALESID0001,SITEID0002,ITEM0445,201321,2013,21,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0445,201322,2013,22,4
A01,,PG05,SALESID0001,SITEID0002,ITEM0445,201325,2013,25,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0445,201327,2013,27,2
A01,,PG05,SALESID0001,SITEID0002,ITEM0445,201333,2013,33,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0445,201334,2013,34,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0445,201339,2013,39,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0445,201341,2013,41,2
A01,,PG05,SALESID0001,SITEID0002,ITEM0445,201345,2013,45,5
A01,,PG05,SALESID0001,SITEID0002,ITEM0445,201346,2013,46,6
A01,,PG05,SALESID0001,SITEID0002,ITEM0445,201347,2013,47,3
A01,,PG05,SALESID0001,SITEID0002,ITEM0445,201348,2013,48,7
A01,,PG05,SALESID0001,SITEID0002,ITEM0445,201349,2013,49,5
A01,,PG05,SALESID0001,SITEID0002,ITEM0445,201350,2013,50,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0445,201351,2013,51,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0445,201352,2013,52,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201304,2013,4,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201305,2013,5,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201306,2013,6,4
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201307,2013,7,11
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201308,2013,8,2
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201309,2013,9,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201310,2013,10,4
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201311,2013,11,5
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201312,2013,12,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201313,2013,13,2
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201314,2013,14,3
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201315,2013,15,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201316,2013,16,5
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201317,2013,17,6
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201318,2013,18,2
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201319,2013,19,3
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201320,2013,20,3
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201321,2013,21,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201322,2013,22,3
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201323,2013,23,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201324,2013,24,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201325,2013,25,5
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201326,2013,26,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201327,2013,27,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201331,2013,31,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201332,2013,32,3
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201333,2013,33,3
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201335,2013,35,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201336,2013,36,2
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201338,2013,38,2
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201339,2013,39,3
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201340,2013,40,2
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201341,2013,41,5
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201342,2013,42,5
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201343,2013,43,2
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201344,2013,44,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201345,2013,45,9
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201346,2013,46,16
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201347,2013,47,13
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201348,2013,48,13
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201349,2013,49,11
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201350,2013,50,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0445,201351,2013,51,1
A01,,PG05,SALESID0001,SITEID0005,ITEM0446,201305,2013,5,1
A01,,PG05,SALESID0001,SITEID0005,ITEM0446,201306,2013,6,1
A01,,PG05,SALESID0001,SITEID0005,ITEM0446,201307,2013,7,3
A01,,PG05,SALESID0001,SITEID0005,ITEM0446,201308,2013,8,3
A01,,PG05,SALESID0001,SITEID0005,ITEM0446,201309,2013,9,1
A01,,PG05,SALESID0001,SITEID0005,ITEM0446,201310,2013,10,2
A01,,PG05,SALESID0001,SITEID0005,ITEM0446,201311,2013,11,1
A01,,PG05,SALESID0001,SITEID0005,ITEM0446,201312,2013,12,4
A01,,PG05,SALESID0001,SITEID0005,ITEM0446,201315,2013,15,1
A01,,PG05,SALESID0001,SITEID0005,ITEM0446,201316,2013,16,1
A01,,PG05,SALESID0001,SITEID0005,ITEM0446,201317,2013,17,4
A01,,PG05,SALESID0001,SITEID0005,ITEM0446,201318,2013,18,1
A01,,PG05,SALESID0001,SITEID0005,ITEM0446,201321,2013,21,3
A01,,PG05,SALESID0001,SITEID0005,ITEM0446,201322,2013,22,1
A01,,PG05,SALESID0001,SITEID0005,ITEM0446,201323,2013,23,2
A01,,PG05,SALESID0001,SITEID0005,ITEM0446,201324,2013,24,4
A01,,PG05,SALESID0001,SITEID0005,ITEM0446,201326,2013,26,2
A01,,PG05,SALESID0001,SITEID0005,ITEM0446,201327,2013,27,1
A01,,PG05,SALESID0001,SITEID0005,ITEM0446,201330,2013,30,1
A01,,PG05,SALESID0001,SITEID0005,ITEM0446,201331,2013,31,1
A01,,PG05,SALESID0001,SITEID0005,ITEM0446,201332,2013,32,2
A01,,PG05,SALESID0001,SITEID0005,ITEM0446,201333,2013,33,1
A01,,PG05,SALESID0001,SITEID0005,ITEM0446,201335,2013,35,1
A01,,PG05,SALESID0001,SITEID0005,ITEM0446,201337,2013,37,1
A01,,PG05,SALESID0001,SITEID0005,ITEM0446,201338,2013,38,1
A01,,PG05,SALESID0001,SITEID0005,ITEM0446,201339,2013,39,1
A01,,PG05,SALESID0001,SITEID0005,ITEM0446,201341,2013,41,2
A01,,PG05,SALESID0001,SITEID0005,ITEM0446,201342,2013,42,3
A01,,PG05,SALESID0001,SITEID0005,ITEM0446,201345,2013,45,2
A01,,PG05,SALESID0001,SITEID0005,ITEM0446,201346,2013,46,6
A01,,PG05,SALESID0001,SITEID0005,ITEM0446,201347,2013,47,6
A01,,PG05,SALESID0001,SITEID0005,ITEM0446,201348,2013,48,10
A01,,PG05,SALESID0001,SITEID0005,ITEM0446,201349,2013,49,3
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201304,2013,4,5
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201306,2013,6,2
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201307,2013,7,9
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201308,2013,8,5
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201309,2013,9,1
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201310,2013,10,5
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201311,2013,11,4
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201312,2013,12,3
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201313,2013,13,2
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201314,2013,14,4
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201315,2013,15,3
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201316,2013,16,5
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201317,2013,17,5
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201318,2013,18,4
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201319,2013,19,2
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201320,2013,20,3
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201321,2013,21,3
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201322,2013,22,3
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201323,2013,23,2
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201324,2013,24,2
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201325,2013,25,5
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201326,2013,26,1
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201327,2013,27,2
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201328,2013,28,1
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201329,2013,29,1
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201331,2013,31,2
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201332,2013,32,9
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201333,2013,33,4
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201335,2013,35,1
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201336,2013,36,2
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201337,2013,37,2
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201339,2013,39,1
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201341,2013,41,8
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201342,2013,42,4
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201343,2013,43,1
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201344,2013,44,2
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201345,2013,45,8
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201346,2013,46,11
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201347,2013,47,14
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201348,2013,48,21
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201349,2013,49,16
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201350,2013,50,1
A01,,PG05,SALESID0001,SITEID0004,ITEM0446,201351,2013,51,2
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201302,2013,2,2
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201303,2013,3,1
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201304,2013,4,1
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201305,2013,5,2
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201306,2013,6,3
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201307,2013,7,1
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201308,2013,8,3
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201309,2013,9,3
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201312,2013,12,1
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201313,2013,13,3
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201315,2013,15,2
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201316,2013,16,3
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201317,2013,17,2
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201318,2013,18,3
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201319,2013,19,2
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201320,2013,20,1
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201321,2013,21,1
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201322,2013,22,3
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201323,2013,23,2
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201324,2013,24,1
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201325,2013,25,1
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201327,2013,27,1
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201332,2013,32,1
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201333,2013,33,2
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201334,2013,34,1
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201338,2013,38,1
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201341,2013,41,2
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201342,2013,42,2
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201343,2013,43,2
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201344,2013,44,1
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201345,2013,45,4
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201346,2013,46,5
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201347,2013,47,3
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201348,2013,48,9
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201349,2013,49,7
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201350,2013,50,2
A01,,PG05,SALESID0001,SITEID0003,ITEM0446,201352,2013,52,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0446,201305,2013,5,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0446,201306,2013,6,2
A01,,PG05,SALESID0001,SITEID0002,ITEM0446,201307,2013,7,3
A01,,PG05,SALESID0001,SITEID0002,ITEM0446,201308,2013,8,2
A01,,PG05,SALESID0001,SITEID0002,ITEM0446,201309,2013,9,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0446,201312,2013,12,4
A01,,PG05,SALESID0001,SITEID0002,ITEM0446,201313,2013,13,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0446,201314,2013,14,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0446,201316,2013,16,4
A01,,PG05,SALESID0001,SITEID0002,ITEM0446,201319,2013,19,2
A01,,PG05,SALESID0001,SITEID0002,ITEM0446,201321,2013,21,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0446,201322,2013,22,2
A01,,PG05,SALESID0001,SITEID0002,ITEM0446,201324,2013,24,3
A01,,PG05,SALESID0001,SITEID0002,ITEM0446,201326,2013,26,2
A01,,PG05,SALESID0001,SITEID0002,ITEM0446,201333,2013,33,2
A01,,PG05,SALESID0001,SITEID0002,ITEM0446,201338,2013,38,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0446,201340,2013,40,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0446,201342,2013,42,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0446,201344,2013,44,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0446,201345,2013,45,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0446,201346,2013,46,8
A01,,PG05,SALESID0001,SITEID0002,ITEM0446,201347,2013,47,5
A01,,PG05,SALESID0001,SITEID0002,ITEM0446,201348,2013,48,10
A01,,PG05,SALESID0001,SITEID0002,ITEM0446,201349,2013,49,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0446,201350,2013,50,3
A01,,PG05,SALESID0001,SITEID0002,ITEM0446,201352,2013,52,2
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201301,2013,1,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201302,2013,2,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201303,2013,3,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201304,2013,4,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201306,2013,6,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201307,2013,7,6
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201308,2013,8,8
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201309,2013,9,6
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201310,2013,10,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201313,2013,13,2
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201314,2013,14,3
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201315,2013,15,5
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201316,2013,16,3
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201317,2013,17,3
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201318,2013,18,2
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201319,2013,19,2
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201321,2013,21,7
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201322,2013,22,3
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201323,2013,23,3
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201324,2013,24,4
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201325,2013,25,5
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201330,2013,30,2
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201331,2013,31,2
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201332,2013,32,9
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201333,2013,33,5
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201338,2013,38,2
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201339,2013,39,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201340,2013,40,5
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201341,2013,41,4
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201342,2013,42,4
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201343,2013,43,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201344,2013,44,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201345,2013,45,7
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201346,2013,46,16
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201347,2013,47,8
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201348,2013,48,25
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201349,2013,49,10
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201351,2013,51,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0446,201352,2013,52,3
A01,,PG05,SALESID0001,SITEID0004,ITEM0447,201333,2013,33,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0447,201310,2013,10,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0447,201317,2013,17,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0408,201317,2013,17,3
A01,,PG05,SALESID0001,SITEID0002,ITEM0408,201318,2013,18,4
A01,,PG05,SALESID0001,SITEID0002,ITEM0408,201319,2013,19,2
A01,,PG05,SALESID0001,SITEID0002,ITEM0408,201320,2013,20,6
A01,,PG05,SALESID0001,SITEID0002,ITEM0408,201321,2013,21,4
A01,,PG05,SALESID0001,SITEID0002,ITEM0408,201322,2013,22,3
A01,,PG05,SALESID0001,SITEID0002,ITEM0408,201324,2013,24,3
A01,,PG05,SALESID0001,SITEID0002,ITEM0408,201325,2013,25,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0408,201326,2013,26,3
A01,,PG05,SALESID0001,SITEID0002,ITEM0408,201327,2013,27,2
A01,,PG05,SALESID0001,SITEID0002,ITEM0408,201328,2013,28,7
A01,,PG05,SALESID0001,SITEID0002,ITEM0408,201329,2013,29,3
A01,,PG05,SALESID0001,SITEID0002,ITEM0408,201330,2013,30,2
A01,,PG05,SALESID0001,SITEID0002,ITEM0408,201331,2013,31,4
A01,,PG05,SALESID0001,SITEID0002,ITEM0408,201332,2013,32,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0408,201333,2013,33,5
A01,,PG05,SALESID0001,SITEID0002,ITEM0408,201334,2013,34,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0408,201335,2013,35,3
A01,,PG05,SALESID0001,SITEID0002,ITEM0408,201336,2013,36,5
A01,,PG05,SALESID0001,SITEID0002,ITEM0408,201337,2013,37,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0408,201338,2013,38,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0408,201339,2013,39,3
A01,,PG05,SALESID0001,SITEID0002,ITEM0408,201340,2013,40,3
A01,,PG05,SALESID0001,SITEID0002,ITEM0408,201341,2013,41,4
A01,,PG05,SALESID0001,SITEID0002,ITEM0408,201342,2013,42,10
A01,,PG05,SALESID0001,SITEID0002,ITEM0408,201343,2013,43,3
